Threshold,Morph_Kernel,Close_Iter,Open_Iter,Avg_Loss,Success_Rate,Successful,Good_Detections,Good_Rate
70,7,2,4,166.64435,0.36,144,35,0.0875
70,7,3,1,68.030716,0.8275,331,252,0.63
70,7,3,2,77.64422,0.6875,275,202,0.505
70,7,3,3,106.86084,0.4975,199,104,0.26
70,7,3,4,149.05026,0.405,162,47,0.1175
70,7,4,1,66.53614,0.81,324,230,0.575
70,7,4,2,74.479225,0.68,272,194,0.485
70,7,4,3,108.74987,0.5375,215,102,0.255
70,7,4,4,142.11618,0.445,178,50,0.125
70,9,1,1,67.452896,0.81,324,268,0.67
70,9,1,2,112.59306,0.47,188,121,0.3025
70,9,1,3,232.064,0.265,106,16,0.04
70,9,1,4,274.98816,0.225,90,4,0.01
70,9,2,1,66.78742,0.805,322,263,0.6575
70,9,2,2,104.07778,0.5075,203,126,0.315
70,9,2,3,169.07668,0.365,146,35,0.0875
70,9,2,4,221.91008,0.315,126,10,0.025
70,9,3,1,68.00163,0.8,320,244,0.61
70,9,3,2,98.67256,0.545,218,129,0.3225
70,9,3,3,156.03983,0.3975,159,43,0.1075
70,9,3,4,198.47723,0.3675,147,15,0.0375
70,9,4,1,66.532776,0.7825,313,221,0.5525
70,9,4,2,94.187706,0.555,222,118,0.295
70,9,4,3,134.13646,0.475,190,56,0.14
70,9,4,4,178.12134,0.45,180,20,0.05
80,3,1,1,24.109234,0.715,286,237,0.5925
80,3,1,2,48.247765,0.765,306,250,0.625
80,3,1,3,69.68669,0.83,332,255,0.6375
80,3,1,4,69.48419,0.825,330,254,0.635
80,3,2,1,40.35986,0.715,286,204,0.51
80,3,2,2,27.487513,0.715,286,227,0.5675
80,3,2,3,24.525173,0.715,286,240,0.6
80,3,2,4,44.52558,0.745,298,239,0.5975
80,3,3,1,65.23855,0.72,288,199,0.4975
80,3,3,2,46.55048,0.7175,287,202,0.505
80,3,3,3,38.064587,0.7175,287,211,0.5275
80,3,3,4,34.913048,0.71,284,212,0.53
80,3,4,1,83.48459,0.72,288,198,0.495
80,3,4,2,59.18736,0.72,288,198,0.495
80,3,4,3,49.276974,0.72,288,203,0.5075
80,3,4,4,48.32963,0.7125,285,201,0.5025
80,5,1,1,24.692276,0.715,286,238,0.595
80,5,1,2,46.888172,0.755,302,243,0.6075
80,5,1,3,82.91072,0.68,272,194,0.485
80,5,1,4,107.70839,0.4975,199,122,0.305
80,5,2,1,44.113487,0.7175,287,205,0.5125
80,5,2,2,40.16918,0.71,284,210,0.525
80,5,2,3,32.17529,0.5825,233,177,0.4425
80,5,2,4,72.02356,0.4725,189,127,0.3175
80,5,3,1,68.4514,0.72,288,199,0.4975
80,5,3,2,53.99152,0.715,286,201,0.5025
80,5,3,3,47.188374,0.6,240,169,0.4225
80,5,3,4,43.653698,0.4575,183,120,0.3
80,5,4,1,78.24633,0.72,288,198,0.495
80,5,4,2,71.24556,0.715,286,196,0.49
80,5,4,3,64.42427,0.6225,249,164,0.41
